quantity,unit,category,food_type,people_fed
260.9,pieces,Packaged Food,nonveg,268
49.4,kg,Other,veg,140
31.1,kg,Produce,nonveg,57
17.4,pieces,Dairy,nonveg,7
21.6,liters,Dairy,nonveg,73
116.5,pieces,Bakery,veg,45
30.7,liters,Packaged Food,nonveg,72
83.3,plates,Cooked Meal,veg,72
73.5,plates,Other,veg,70
11.6,boxes,Other,veg,83
253.9,pieces,Bakery,nonveg,104
1.7,boxes,Dairy,nonveg,13
44.2,liters,Cooked Meal,nonveg,86
12.0,boxes,Produce,veg,83
140.5,plates,Cooked Meal,nonveg,135
10.7,boxes,Cooked Meal,nonveg,69
9.4,boxes,Packaged Food,nonveg,133
15.5,liters,Cooked Meal,nonveg,26
45.6,plates,Cooked Meal,veg,40
141.3,plates,Dairy,nonveg,157
53.5,plates,Bakery,nonveg,61
3.6,kg,Dairy,nonveg,12
275.3,pieces,Produce,nonveg,47
103.7,plates,Cooked Meal,nonveg,80
235.0,pieces,Cooked Meal,nonveg,126
7.2,kg,Bakery,veg,24
141.0,plates,Cooked Meal,veg,127
11.8,kg,Cooked Meal,nonveg,26
9.4,kg,Produce,nonveg,15
297.6,pieces,Bakery,nonveg,80
6.5,pieces,Dairy,nonveg,3
5.7,boxes,Cooked Meal,veg,45
4.6,liters,Cooked Meal,nonveg,11
147.0,pieces,Dairy,veg,81
6.7,kg,Dairy,veg,28
42.3,kg,Produce,veg,88
10.1,kg,Other,nonveg,22
12.1,kg,Cooked Meal,nonveg,30
33.9,plates,Cooked Meal,veg,27
24.5,boxes,Cooked Meal,veg,166
27.3,boxes,Cooked Meal,nonveg,181
28.5,kg,Other,nonveg,62
21.2,liters,Other,nonveg,53
130.5,plates,Dairy,veg,160
231.0,pieces,Produce,nonveg,66
48.9,kg,Packaged Food,veg,176
45.2,kg,Dairy,veg,199
13.6,kg,Other,veg,38
37.2,plates,Dairy,nonveg,46
44.7,kg,Bakery,nonveg,130
80.5,pieces,Other,nonveg,46
129.1,pieces,Bakery,veg,63
22.6,boxes,Dairy,veg,221
49.5,liters,Packaged Food,veg,186
84.3,plates,Dairy,veg,109
117.9,pieces,Bakery,veg,59
16.7,boxes,Produce,veg,113
136.4,pieces,Produce,veg,37
14.0,boxes,Cooked Meal,nonveg,106
112.4,pieces,Produce,veg,32
27.5,kg,Bakery,veg,87
17.5,pieces,Produce,veg,5
134.0,plates,Cooked Meal,veg,124
23.7,kg,Cooked Meal,veg,52
17.1,kg,Dairy,veg,68
2.6,boxes,Produce,nonveg,16
27.7,boxes,Cooked Meal,nonveg,190
206.4,pieces,Produce,veg,78
22.4,liters,Other,veg,56
131.4,plates,Produce,nonveg,129
16.7,kg,Packaged Food,veg,60
45.4,liters,Produce,veg,80
68.8,plates,Other,nonveg,74
134.2,pieces,Dairy,veg,82
25.5,boxes,Cooked Meal,veg,217
140.0,plates,Packaged Food,veg,201
33.7,kg,Produce,veg,57
49.1,kg,Cooked Meal,veg,118
65.0,pieces,Bakery,veg,31
14.6,kg,Dairy,veg,60
15.7,boxes,Bakery,veg,160
26.2,pieces,Other,veg,12
44.1,liters,Cooked Meal,nonveg,103
18.0,liters,Dairy,nonveg,66
26.2,plates,Other,nonveg,18
2.0,boxes,Produce,veg,12
20.5,kg,Dairy,veg,88
15.7,plates,Packaged Food,veg,21
49.8,kg,Produce,veg,108
216.4,pieces,Dairy,veg,127
176.4,pieces,Dairy,nonveg,77
1.1,liters,Produce,veg,2
7.4,pieces,Bakery,nonveg,3
26.5,pieces,Bakery,veg,11
10.0,liters,Produce,nonveg,20
6.3,boxes,Cooked Meal,nonveg,50
39.7,liters,Dairy,veg,163
25.6,pieces,Produce,veg,8
11.3,boxes,Cooked Meal,veg,88
79.0,plates,Cooked Meal,nonveg,73
20.2,kg,Cooked Meal,nonveg,50
14.8,liters,Bakery,veg,26
100.4,pieces,Packaged Food,nonveg,67
9.4,liters,Dairy,veg,37
3.3,liters,Produce,nonveg,5
24.1,boxes,Bakery,veg,253
27.9,pieces,Produce,veg,8
21.2,boxes,Packaged Food,veg,301
42.3,kg,Cooked Meal,nonveg,115
31.2,plates,Bakery,veg,27
14.8,plates,Cooked Meal,veg,17
36.4,kg,Dairy,nonveg,126
25.7,kg,Packaged Food,veg,77
53.2,plates,Bakery,nonveg,48
105.1,plates,Produce,nonveg,91
19.7,liters,Packaged Food,veg,48
27.2,liters,Produce,nonveg,49
14.7,plates,Other,veg,17
135.4,plates,Bakery,nonveg,146
288.6,pieces,Dairy,nonveg,131
29.4,plates,Cooked Meal,veg,30
3.6,liters,Packaged Food,veg,9
7.6,liters,Dairy,veg,29
5.3,kg,Bakery,nonveg,14
46.3,liters,Other,veg,156
21.7,kg,Dairy,veg,96
34.0,liters,Dairy,veg,132
2.8,kg,Other,veg,7
42.8,liters,Other,veg,111
11.4,boxes,Bakery,nonveg,122
36.2,liters,Cooked Meal,nonveg,68
21.5,liters,Cooked Meal,veg,52
34.4,liters,Packaged Food,veg,95
280.8,pieces,Cooked Meal,veg,123
93.6,plates,Packaged Food,veg,147
34.5,liters,Bakery,veg,54
14.6,boxes,Cooked Meal,veg,82
129.8,plates,Packaged Food,veg,216
47.3,liters,Dairy,veg,221
253.4,pieces,Cooked Meal,veg,125
61.8,plates,Cooked Meal,nonveg,44
121.2,plates,Bakery,veg,148
19.0,kg,Packaged Food,veg,70
253.2,pieces,Dairy,nonveg,129
21.3,boxes,Cooked Meal,veg,158
18.7,kg,Bakery,nonveg,59
135.1,pieces,Produce,veg,43
20.9,boxes,Packaged Food,veg,235
54.8,plates,Bakery,nonveg,58
29.3,plates,Produce,nonveg,29
44.2,liters,Packaged Food,nonveg,148
48.5,kg,Cooked Meal,nonveg,111
47.1,liters,Other,nonveg,131
203.7,pieces,Dairy,nonveg,105
47.5,kg,Dairy,nonveg,190
112.3,plates,Dairy,veg,155
199.1,pieces,Bakery,veg,77
7.4,boxes,Dairy,nonveg,49
292.4,pieces,Bakery,nonveg,99
112.6,pieces,Bakery,veg,45
4.8,kg,Bakery,veg,16
124.7,pieces,Other,nonveg,50
27.6,boxes,Produce,nonveg,202
102.6,pieces,Dairy,nonveg,40
284.4,pieces,Other,nonveg,137
19.2,liters,Produce,nonveg,27
28.9,boxes,Packaged Food,nonveg,332
27.3,boxes,Cooked Meal,veg,230
163.0,pieces,Produce,veg,52
139.2,plates,Cooked Meal,nonveg,160
123.1,plates,Produce,veg,110
10.4,boxes,Bakery,veg,119
58.6,pieces,Packaged Food,nonveg,51
43.6,kg,Bakery,nonveg,119
43.5,plates,Other,veg,47
3.6,kg,Packaged Food,nonveg,11
40.9,plates,Dairy,veg,49
9.7,boxes,Bakery,veg,93
28.8,kg,Other,nonveg,72
4.0,boxes,Bakery,veg,49
76.9,plates,Cooked Meal,veg,66
46.9,pieces,Dairy,veg,25
27.6,boxes,Dairy,veg,268
51.1,pieces,Dairy,nonveg,19
44.6,liters,Produce,nonveg,102
8.7,boxes,Dairy,nonveg,64
25.4,kg,Packaged Food,veg,69
34.9,liters,Other,veg,79
45.3,liters,Other,veg,120
17.7,boxes,Packaged Food,veg,194
1.2,liters,Bakery,nonveg,2
46.3,kg,Produce,veg,85
1.7,boxes,Bakery,veg,16
15.7,pieces,Produce,veg,5
4.2,liters,Other,veg,10
200.5,pieces,Bakery,nonveg,78
37.9,plates,Cooked Meal,nonveg,34
38.4,kg,Dairy,veg,128
27.3,boxes,Cooked Meal,veg,212
19.5,kg,Bakery,veg,52
27.3,boxes,Dairy,veg,284
88.5,plates,Cooked Meal,veg,80
217.1,pieces,Bakery,veg,78
273.3,pieces,Dairy,veg,142
21.3,boxes,Other,veg,180
5.2,plates,Bakery,veg,6
12.0,liters,Other,nonveg,30
3.5,boxes,Bakery,nonveg,32
28.0,kg,Packaged Food,veg,101
20.1,kg,Packaged Food,veg,49
19.7,liters,Dairy,veg,79
7.1,kg,Cooked Meal,nonveg,15
35.6,liters,Dairy,veg,152
16.5,boxes,Packaged Food,nonveg,181
227.4,pieces,Bakery,nonveg,94
49.0,liters,Bakery,veg,131
46.1,liters,Bakery,veg,85
38.0,kg,Dairy,veg,136
109.0,plates,Produce,veg,152
37.0,liters,Other,veg,90
35.6,plates,Bakery,nonveg,41
12.9,kg,Other,nonveg,35
42.9,liters,Packaged Food,veg,112
44.4,plates,Cooked Meal,veg,42
24.8,liters,Cooked Meal,veg,48
38.8,liters,Produce,nonveg,67
39.0,kg,Cooked Meal,veg,89
15.8,boxes,Bakery,veg,154
12.2,boxes,Dairy,nonveg,113
18.3,pieces,Produce,nonveg,5
5.2,kg,Bakery,nonveg,16
27.9,pieces,Other,veg,14
1.5,boxes,Produce,nonveg,8
30.0,kg,Other,nonveg,71
24.3,boxes,Dairy,nonveg,222
24.5,boxes,Cooked Meal,veg,210
31.5,kg,Bakery,veg,95
4.9,boxes,Other,veg,38
37.8,liters,Cooked Meal,veg,78
72.1,plates,Packaged Food,nonveg,87
36.3,plates,Cooked Meal,nonveg,32
26.9,boxes,Bakery,nonveg,254
32.9,liters,Bakery,nonveg,73
48.0,kg,Other,nonveg,99
99.1,plates,Dairy,nonveg,84
253.0,pieces,Packaged Food,veg,319
34.4,plates,Other,nonveg,28
17.1,kg,Dairy,nonveg,70
31.3,plates,Other,nonveg,37
8.8,liters,Cooked Meal,veg,18
243.2,pieces,Cooked Meal,nonveg,105
240.9,pieces,Produce,nonveg,66
21.6,kg,Cooked Meal,veg,55
9.9,boxes,Dairy,nonveg,66
17.6,boxes,Packaged Food,nonveg,183
26.7,boxes,Dairy,nonveg,262
208.7,pieces,Packaged Food,nonveg,215
14.7,pieces,Cooked Meal,nonveg,6
10.8,liters,Other,nonveg,26
17.4,boxes,Dairy,nonveg,111
44.3,kg,Packaged Food,veg,123
172.9,pieces,Dairy,veg,80
217.1,pieces,Cooked Meal,nonveg,107
37.5,pieces,Bakery,nonveg,12
15.7,liters,Other,nonveg,35
275.3,pieces,Cooked Meal,nonveg,113
107.9,pieces,Dairy,nonveg,44
